PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;man;266;286;257;229;224
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;vrouw;633;559;540;539;496
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34507;B Toegepaste Psychologie;deeltijd onderwijs;man;44;43;36;40;41
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34507;B Toegepaste Psychologie;deeltijd onderwijs;vrouw;92;94;100;89;87
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;man;8;4;3;3;3
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;vrouw;16;14;8;7;4
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;man;20;12;7;5;3
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;vrouw;27;20;10;7;3
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;man;11;7;10;12;14
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;vrouw;83;85;102;110;124
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;man;40;39;34;26;25
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;vrouw;622;590;556;502;488
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;man;0;0;0;4;2
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;vrouw;2;0;0;13;10
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;man;30;30;19;41;42
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;vrouw;217;225;213;256;236
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;19;25;31;31;41
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;144;128;120;102;117
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;85;78;80;82;84
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;329;305;285;231;221
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;man;32;30;25;21;22
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;vrouw;67;72;68;70;71
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;man;2;3;4;6;6
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;vrouw;83;80;76;76;90
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;man;20;20;15;22;14
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;vrouw;63;53;58;54;69
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;duaal onderwijs;man;3;2;0;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;duaal onderwijs;vrouw;14;7;13;9;5
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;man;20;25;23;24;25
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;vrouw;104;112;102;98;106
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;deeltijd onderwijs;man;6;3;2;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;deeltijd onderwijs;vrouw;5;3;2;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;man;18;28;28;36;34
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;vrouw;36;44;44;41;45
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;man;26;29;28;27;18
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;vrouw;37;37;35;39;43
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;man;15;15;12;16;14
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;vrouw;56;58;58;48;40
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;man;45;42;54;53;52
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;vrouw;99;105;99;89;100
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;man;117;116;102;108;98
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;vrouw;159;148;138;154;143
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;man;7;7;6;1;2
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;vrouw;11;12;19;21;20
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;man;14;13;12;11;12
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;vrouw;59;45;35;31;28
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;man;31;35;36;29;31
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;vrouw;16;14;11;12;10
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;man;170;159;150;148;142
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;vrouw;72;70;69;72;57
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;man;31;31;34;34;38
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;vrouw;106;114;128;114;111
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;man;35;28;20;13;13
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;vrouw;111;112;99;80;62
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;man;18;19;23;22;18
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;vrouw;15;16;15;22;19
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;man;36;34;43;48;45
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;vrouw;20;20;22;22;29
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;man;39;31;33;28;33
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;vrouw;18;12;15;14;13
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;man;95;89;77;62;66
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;vrouw;40;40;41;33;35
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;man;42;28;32;31;28
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;vrouw;11;14;13;14;10
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;man;51;46;58;42;37
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;vrouw;26;27;30;26;19
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;man;22;29;20;27;28
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;vrouw;19;13;11;14;17
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;man;30;28;23;19;15
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;vrouw;14;9;12;22;15
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;man;3;4;6;6;7
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;vrouw;15;22;31;28;35
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;man;145;132;114;99;90
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;vrouw;139;137;111;101;82
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;man;59;61;49;45;59
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;vrouw;52;59;62;63;63
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;man;23;19;21;21;21
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;vrouw;4;4;6;6;10
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;voltijd onderwijs;man;1;0;0;3;3
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;man;8;7;5;9;11
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;vrouw;33;20;25;23;31
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;man;16;15;9;10;10
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;vrouw;62;38;37;36;35
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;man;55;66;55;46;47
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;vrouw;13;21;25;26;25
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;man;37;36;37;33;30
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;vrouw;11;11;7;8;8
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;man;32;40;39;40;33
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;vrouw;42;50;49;46;41
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;man;74;82;72;55;56
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;vrouw;60;66;65;76;69
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;man;4;6;6;9;4
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;vrouw;85;85;63;70;80
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;man;7;5;1;2;3
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;vrouw;72;74;59;48;45
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;man;50;53;49;42;38
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;vrouw;27;38;38;31;23
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;man;66;62;50;53;51
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;vrouw;45;43;36;47;42
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;man;26;29;30;26;22
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;vrouw;49;47;46;54;61
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;man;19;23;23;25;24
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;vrouw;93;91;80;62;63
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;man;9;13;8;7;8
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;vrouw;9;7;8;7;8
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;man;12;23;17;14;13
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;vrouw;7;9;8;7;8
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;30014;B Circus and Performance Art;voltijd onderwijs;man;27;28;30;33;30
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;30014;B Circus and Performance Art;voltijd onderwijs;vrouw;30;39;41;46;46
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;man;222;207;219;220;230
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;vrouw;137;140;134;132;135
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;man;45;44;43;43;45
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;vrouw;134;129;126;121;125
